V160001,V161078 - PRE: What is it that R dislikes about Republican Pres cand
406864,no government experience
406866,
406867,Bad attitude and put down women.  Doesn't act like a preside
406868,
406873,he lies 70 percent of the time
406874,"Bad personality, lacks principles, uncouth"
406877,Focus on aesthetics over quality of things
406878,view point
406882,everything
406885,He's nuts
406887,TEMPERAMENT
406888,
406891,"He is racist, sexist, and islamophobic"
406894,SEXUAL ASSAULT ALLIGATIONS
406896,Everything about him as a person.
406905,
406906,Immirgatuon
406908,Sketchy
406909,Lack of any policy- both foreign and domestic
406910,
406914,
406917,Feels he doesn't respect women
406919,Everything
406924,
406926,
406929,absent of good sense
406930,I don't like him or trust him! He's too arrogant !
406933,TEMPERAMENT
406934,
406936,him in general
406940,not qualified
406945,
406947,Vain Racist Bigot Meglomaniac with 5th-grade vocabulary
406948,terrible inter-personal skills
406949,He's a joke
406950,Unfit for office in every way
406951,"stances on immigration,  taxes, healthcare"
406953,Foolish speech
406955,
406956,
406958,"RACISM, XENOPHOBIA, ISLAMOPHOBIA, HATRED, NOT QUALIFIED"
406959,His actions towards some of the USA population
406960,his intolorence and bigotry towards people of other races
406961,TRUMP IS TOO NEGATIVE
406966,
406967,too quick to make foolish decisions andremarks
406968,
406970,inexperience at world affairs
406972,Hes pretty much a dictator
406973,
406975,Not Qualified For the Job
406978,PREDJUDICE
406979,
406985,"His brash, ill-thought comments."
406986,Hes too cocky and doesnt have the experience
406987,"His failures as a businessman, his racist/misogynist rhetori"
406989,Extreme
406993,His lack of self-control
406994,
406995,"racism, misogyny, lack of experience, loose cannon"
406997,
406998,Impulsivity and lack of control.
407000,Firmeza
407003,His attitude
407009,Talks to much without thinking.
407010,Too outspoken
407011,everything he stands for
407012,"arrogant, unreliable"
407013,Foundation
407019,
407021,
407024,"Belittles People, Bombastic, Illogical Claims"
407027,"Lack of understanding on issues, racism, sexism."
407032,ignorance of policies and foreign affairs
407037,Arrogance and a 'bully'
407039,"Everything. His racism, bigotry and bad policies"
407041,The way he words things
407042,racist bigotry
407044,
407050,"Lies, no knowledge, dangerous for our country, revengeful,"
407055,"Vulgar sexual predator, megalomaniac"
407065,"Hate filled speeches, sexual misconduct, bad policy."
407071,
407072,"Bully peoples, History of lawsuits"
407075,Inexperiance views
407076,his candar
407078,ignorance
407085,Being so rude and boastrous too much
407086,Abnoxious personality
407088,Racist language and Xenaphobia
407090,
407096,"Flips positions quickly, unstable temperment"
407100,Unqualified and dangerous
407101,
407104,
407105,
407106,His anger
407109,"Racist, wants to desegregate"
407114,
407116,
407117,"Phoney, poor ethics, temperament"
407119,LACK OF SELF CONTROL/SELF SERVING/POOR PRICIPLES/NO SCRUPLES
407122,
407123,
407124,
407125,don't trust him
407130,"Racist, misogynist"
407133,"Made fun of a handicapped reporter, didn't pay taxes owed to"
407136,"He is unstable, inexperienced, and self righteous."
407137,Su vulgarismo y ofensivo en contra de la mujer y mejicanos
407138,
407141,"His disgusting manner, his plan on illegal aliens, tax plan"
407143,Unpredictable
407145,"he's nutts, narcicisstic, use peoplefo his gain, not reliabl"
407148,He is unstable
407154,
407155,He has no policy or plan
407157,"Not presidential, threat to security, racist and sexist"
407158,Everything - too much to list
407163,
407164,
407169,
407173,To mouthy with out thought
407174,
407175,RACIST
407176,"Xenophobic, racist, narcissistic, dimwit"
407177,Su mala conducta.
407178,"Party affiliation, personality"
407182,not qualified for the job
407184,
407187,
407188,wishy washy
407191,lies
407192,he tends to take politics a little to personal
407193,
407195,"He is a sexist, narsistic, racist, jerk."
407198,He is dishonest and has zero experience for the job
407201,His temper
407203,
407204,
407205,
407206,
407209,his lack of experience and i cant take him seriously
407210,
407211,
407213,
407215,
407216,
407218,completely incompetent
407222,Arrogant
407223,Arrogance
407229,
407231,
407233,
407236,
407238,
407240,
407242,I don't think he is as intelligent as some candidates are.
407243,not qualified
407245,He's racist
407246,too self absorbed/arrogant
407250,He dont care about the poor comunity
407255,It's just him.
407262,
407263,His beliefs
407268,"Concerned about actions he may take, not serious"
407269,
407270,"His attiutde, his hostility, he is unbelievable"
407272,
407274,he discriminates and has no experience in politics
407275,
407276,no comment
407282,inexperienced
407286,"racism, rude and selfish"
407288,Unfit to be President!
407290,EVERYTHING
407292,disagreement on political issues. horrible role model. bigot
407298,
407304,He is the anti christ
407305,
407308,"no experience, loud mouth, rude, jerk"
407311,"Mentiroso ,Rasista, no confiable."
407314,Trump will definately get us into another war
407317,he's a misogynist
407319,blow hard
407321,
407324,Everything else
407327,Everything
407328,He is crazy
407333,
407336,dosent care about poor
407340,
407342,The wall he is intending to build and racial slurs
407352,Continue what he is doing now
407353,
407355,
407357,HE'S NOY FIT TO BE PRESIDENT
407364,he's a biggot
407365,
407366,
407368,Everything
407373,His big mouth
407377,"He is a racist, a sexist, and a classist"
407378,Loud mouth
407380,"Racist comments,he also seems sexist &irresponsible"
407381,Attitude
407382,homophobe/ racist/sexist/ ill tempered
407385,Arrogant. No understading of policy.
407387,He's a bigot. He only looks out for himself.
407388,he is purely and solely self interested and propagates hate
407392,
407393,"His views on certain issues, I dont particularly agree with."
407395,"views on women, other races, LGBT community and abortion"
407396,
407399,Ignorance
407402,jobs  paywages increase
407405,
407407,
407409,
407412,
407414,if he fails to lay out specific plans/ideas
407423,
407426,His incompetence
407428,THE FACT THAT HE IS A BILLIONAIRE AND HAS FILED BANKRUPTCY
407430,
407433,Personality
407434,
407436,
407442,Errogant
407446,Racist and bigotry comments
407447,
407449,lack of knowledge  reality show approach  to  such an import
407450,His temper
407451,he's a loose canon
407455,woman bashing
407456,
407458,Hes has no idea what he is doing
407460,"Rude, Arrogant, Unexperienced, Pro-Life, Views against women"
407468,
407476,his sense of self importance/massive ego
407479,
407482,He has no knowledge about anything; a pathological liar
407484,EVERY THING
407485,Personal
407492,I am concerned that he will not do as he promised to do.
407496,
407502,
407503,"Racism, not professional, doesn't value God/Christianty"
407505,He flip flops on issues
407506,He is a racist
407510,
407519,"Ignorant man, bad for America just bad for people."
407521,
407522,Don't like him
407527,
407528,
407529,
407533,
407534,Has said innappriate stuff.
407536,"His overall personality, lack of filter, view of women"
407537,everything. he is a hate monger and the absolute worst human
407539,He at times can be beyond ignorant
407541,Es una persona muy egoista
407542,He doesnt know when to shut up
407546,him changing his stance on issues
407547,His making fun of a disabled person
407548,HE LIES
407549,
407550,
407554,
407558,He is always  saying things that are negative-
407559,
407561,lack of political experience
407562,
407563,"Its Donald Trump, enough said."
407565,backpedaling too much
407566,
407568,
407573,
407576,
407578,ATTITUDE TOWARDS WOMEN
407580,
407581,
407582,
407586,
407589,"rascist, no experience"
407591,
407593,"RACIST, MYSOGINIST, NEO NATZI"
407594,
407597,
407600,
407605,He is an unqualified politician
407609,His arrogance.
407610,
407611,I dont trust him
407615,his inexperience in politics and his willingnes for confli
407617,
407620,inexperience+lack of knowledge in politics
407621,"misogynist, arrogant, inexperienced"
407624,Everything
407625,He is pretty extreme.
407626,I just don't like him especially how he talks about Hispani
407636,Hes not for the peoples just the power.
407639,"No experience, racist, lies, incompetent, terrifying, insult"
407640,
407642,he conducts himself inappropriately
407643,He is all around unfit
407645,
407647,
407648,He doesn't represent US well
407651,
407653,
407654,lack of experience and wrong temperament
407655,"narcissistic, rude, immature, unqualified"
407657,History of cheating and telling lies
407658,Everything he stands for. I do not support Donald Trump
407659,Lack of Political Experience
407660,
407661,
407666,
407667,"Hot head, no experience, strong love of Putin"
407670,"he is a racist, sexist, narcissist"
